Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Spend,ROI,Location,Language,Clicks,Impressions,Customer_Segment,Date,Company
452594,Women 18-24,Increase Sales,45 Days,Twitter,"0,03","9805,23","7,24",New York,English,25832,78034,Fashion,2022-03-27 00:00:00,Trend Tailors
844256,Women 18-24,Market Expansion,60 Days,Twitter,"0,15",11417,"6,14",Miami,French,30213,91010,Food,2022-12-06 00:00:00,Epicurean Edge
443475,Women 18-24,Market Expansion,15 Days,Twitter,"0,14","1740,72","6,91",Los Angeles,English,4307,14277,Fashion,2022-10-29 00:00:00,Attire Artistry
942655,Men 25-34,Product Launch,30 Days,Twitter,"0,02","4993,74","4,33",Miami,English,12753,39294,Food,2022-09-18 00:00:00,Feast Flavors
648285,Men 25-34,Increase Sales,30 Days,Instagram,"0,14",5343,"7,61",Las Vegas,Spanish,13706,42116,Food,2022-10-20 00:00:00,Epicurean Edge
924744,Women 35-44,Market Expansion,30 Days,Pinterest,"0,08","4449,23","0,455805522",Los Angeles,French,6618,22532,Food,2022-06-09 00:00:00,Gourmet Grove
257597,Women 25-34,Product Launch,60 Days,Twitter,"0,03","12728,28","0,53",Miami,French,33681,101283,Fashion,2022-09-26 00:00:00,Style Sphere
624335,Men 35-44,Market Expansion,15 Days,Twitter,"0,13","2359,59","0,61",Las Vegas,Spanish,5768,18605,Food,2022-02-20 00:00:00,Dine Divine
447301,Women 35-44,Market Expansion,60 Days,Pinterest,"0,06","13116,81","0,593440915",Austin,French,20359,67275,Food,2022-05-31 00:00:00,Palate Paradise
861387,Men 18-24,Product Launch,45 Days,Facebook,"0,13","11368,64","2,92",Los Angeles,French,30080,90618,Fashion,2022-06-25 00:00:00,Mode Maven
659528,Women 18-24,Market Expansion,60 Days,Twitter,"0,14",15000,"4,82",New York,English,39900,119706,Fashion,2022-06-23 00:00:00,Vogue Visions
930789,Men 18-24,Product Launch,45 Days,Pinterest,"0,09","10349,93","0,938423134",Los Angeles,English,16035,53197,Food,2022-08-29 00:00:00,Gastronomy Guild
979230,Women 18-24,Market Expansion,15 Days,Twitter,"0,04","2724,58","5,77",Austin,Spanish,6667,21266,Food,2022-09-06 00:00:00,Culinary Quest
808288,Men 18-24,Increase Sales,60 Days,Instagram,"0,02","12488,07","1,42",Las Vegas,Spanish,33052,99421,Food,2022-09-17 00:00:00,Palate Paradise
562700,Men 25-34,Market Expansion,30 Days,Pinterest,"0,13","5626,02","0,668514766",Los Angeles,French,8505,28676,Food,2022-06-16 00:00:00,Nosh Nirvana
160197,Men 35-44,Brand Awareness,15 Days,Twitter,"0,14",500,"2,9",Austin,Spanish,1554,6123,Food,2022-12-09 00:00:00,Bistro Bliss
887416,Men 25-34,Brand Awareness,60 Days,Pinterest,"0,14",15000,"0,94914797",Los Angeles,French,22962,75750,Food,2022-03-14 00:00:00,Feast Flavors
982814,Men 18-24,Product Launch,60 Days,Facebook,"0,15","11458,69","6,1",Los Angeles,English,30330,91358,Food,2022-01-30 00:00:00,Dine Divine
800337,Men 25-34,Product Launch,45 Days,Facebook,"0,07","8313,25","1,31",Las Vegas,English,21777,66024,Food,2022-04-05 00:00:00,Epicurean Edge
212744,Men 25-34,Market Expansion,60 Days,Facebook,"0,05","13464,65","2,06",Las Vegas,English,35497,106663,Fashion,2022-09-18 00:00:00,Runway Rebels
654846,Women 25-34,Increase Sales,30 Days,Pinterest,"0,03","6296,58","0,580928607",New York,French,9572,32150,Food,2022-06-08 00:00:00,Gourmet Grove
940739,Women 25-34,Brand Awareness,60 Days,Instagram,"0,13","13041,11","1,86",New York,French,34479,103648,Fashion,2022-12-20 00:00:00,Glam Garments
574371,Women 35-44,Brand Awareness,45 Days,Instagram,"0,08","9260,91",3,New York,English,24327,73578,Food,2022-04-15 00:00:00,Nosh Nirvana
283690,Men 25-34,Market Expansion,30 Days,Pinterest,"0,03","4195,64","0,988472368",Austin,English,6211,21205,Fashion,2022-06-27 00:00:00,Silk & Style
717829,Women 25-34,Increase Sales,30 Days,Facebook,"0,07","4939,96","5,42",Las Vegas,Spanish,12608,38866,Fashion,2022-08-04 00:00:00,Trend Tailors
896111,Women 25-34,Market Expansion,30 Days,Pinterest,"0,1","4566,59","1,210118975",Los Angeles,Spanish,6808,23149,Fashion,2022-11-16 00:00:00,Glam Garments
816505,Women 25-34,Brand Awareness,45 Days,Facebook,"0,15","8666,61","3,53",Los Angeles,French,22734,68859,Food,2022-09-21 00:00:00,Culinary Quest
755308,Women 25-34,Product Launch,30 Days,Pinterest,"0,03","4497,06","1,372778985",Austin,French,6696,22784,Food,2022-07-04 00:00:00,Feast Flavors
695914,Women 35-44,Product Launch,60 Days,Instagram,"0,13","13266,22","7,02",Austin,Spanish,35030,105279,Fashion,2022-10-27 00:00:00,Silk & Style
450733,Men 18-24,Product Launch,30 Days,Pinterest,"0,14","7283,47","0,021449672",Austin,French,11136,37242,Fashion,2022-09-28 00:00:00,Silk & Style
301394,Women 18-24,Brand Awareness,45 Days,Facebook,"0,07","10030,32","5,12",Los Angeles,French,26432,79812,Fashion,2022-04-16 00:00:00,Chic Couture
320375,Men 18-24,Product Launch,15 Days,Instagram,"0,12","1431,86","1,57",Los Angeles,Spanish,3668,12383,Food,2022-11-27 00:00:00,Gourmet Grove
187214,Women 35-44,Product Launch,15 Days,Twitter,"0,07","766,79","4,48",Miami,English,2467,8826,Food,2022-08-22 00:00:00,Feast Flavors
541694,Women 35-44,Increase Sales,45 Days,Twitter,"0,1","8149,34","3,54",New York,English,21323,64680,Fashion,2022-03-30 00:00:00,Attire Artistry
961619,Men 18-24,Market Expansion,45 Days,Instagram,"0,1","9228,9","4,2",Austin,English,24243,73328,Fashion,2022-11-27 00:00:00,Silk & Style
272489,Women 35-44,Market Expansion,45 Days,Pinterest,"0,08","10487,26","0,863349284",New York,Spanish,16259,53922,Fashion,2022-03-17 00:00:00,Fiber Fashion
738523,Men 18-24,Increase Sales,45 Days,Twitter,"0,03","7954,95","3,73",New York,French,20790,63101,Food,2022-06-18 00:00:00,Bistro Bliss
168323,Women 18-24,Increase Sales,45 Days,Twitter,"0,14","8157,62","7,41",Los Angeles,French,21348,64752,Fashion,2022-11-25 00:00:00,Vogue Visions
797212,Women 25-34,Brand Awareness,45 Days,Pinterest,"0,03","7826,55","0,046474289",Miami,French,12005,40071,Food,2022-07-16 00:00:00,Feast Flavors
685400,Women 18-24,Product Launch,30 Days,Twitter,"0,06","4510,69","0,83",New York,Spanish,11438,35400,Fashion,2022-05-22 00:00:00,Silk & Style
860933,Men 18-24,Product Launch,60 Days,Facebook,"0,03",15000,"4,16",Los Angeles,Spanish,39773,119328,Fashion,2022-10-05 00:00:00,Attire Artistry
943802,Women 25-34,Increase Sales,15 Days,Facebook,"0,02","1047,1","3,33",Miami,French,2949,10256,Fashion,2022-12-27 00:00:00,Chic Couture
835245,Women 18-24,Market Expansion,45 Days,Twitter,"0,1","9891,62","2,98",New York,English,26062,78716,Fashion,2022-06-16 00:00:00,Style Sphere
680059,Women 18-24,Brand Awareness,60 Days,Facebook,"0,12","12515,04","2,05",Las Vegas,Spanish,33124,99634,Food,2022-08-31 00:00:00,Culinary Quest
601141,Women 18-24,Product Launch,45 Days,Pinterest,"0,13","9083,51","0,46116794",Las Vegas,French,14005,46585,Fashion,2022-05-04 00:00:00,Runway Rebels
206153,Women 35-44,Market Expansion,45 Days,Facebook,"0,09","8557,12","2,34",Los Angeles,French,22442,67992,Fashion,2022-09-04 00:00:00,Mode Maven
927065,Men 25-34,Increase Sales,45 Days,Pinterest,"0,04","8288,3","0,055411652",Miami,English,12749,42494,Fashion,2022-12-28 00:00:00,Runway Rebels
916432,Women 25-34,Brand Awareness,60 Days,Pinterest,"0,12","14227,77","0,797212796",New York,French,21812,72004,Food,2022-12-29 00:00:00,Nosh Nirvana
779484,Men 18-24,Brand Awareness,60 Days,Facebook,"0,02",15000,"3,68",Las Vegas,English,39562,118705,Fashion,2022-06-17 00:00:00,Chic Couture
940670,Women 18-24,Increase Sales,15 Days,Instagram,"0,07",500,"4,9",Las Vegas,French,831,3981,Fashion,2022-12-06 00:00:00,Chic Couture
423652,Men 25-34,Brand Awareness,15 Days,Pinterest,"0,02","3366,18","0,822237413",Los Angeles,English,4895,16922,Food,2022-06-20 00:00:00,Savor Street
830076,Men 35-44,Increase Sales,45 Days,Twitter,"0,13","8523,22","2,14",New York,French,22352,67726,Fashion,2022-10-09 00:00:00,Trend Tailors
972990,Men 18-24,Brand Awareness,45 Days,Pinterest,"0,11","8680,18","0,012512308",Austin,Spanish,13375,44533,Fashion,2022-10-26 00:00:00,Style Sphere
560667,Men 25-34,Product Launch,30 Days,Pinterest,"0,05","4164,27","0,55590399",Los Angeles,Spanish,6162,21048,Fashion,2022-04-23 00:00:00,Trend Tailors
892172,Men 35-44,Market Expansion,15 Days,Instagram,"0,08","2806,82","3,52",Los Angeles,French,6872,21874,Fashion,2022-03-08 00:00:00,Glam Garments
773882,Men 25-34,Product Launch,15 Days,Twitter,"0,06","2487,45","0,41",Los Angeles,French,6080,19528,Food,2022-01-13 00:00:00,Palate Paradise
584556,Women 35-44,Market Expansion,45 Days,Facebook,"0,05","10470,77","0,89",Los Angeles,Spanish,27636,83377,Food,2022-04-10 00:00:00,Feast Flavors
426633,Women 18-24,Brand Awareness,60 Days,Twitter,"0,04","12248,28","7,22",Austin,Spanish,32427,97569,Fashion,2022-12-04 00:00:00,Trend Tailors
992320,Women 18-24,Market Expansion,60 Days,Facebook,"0,12","13745,15","4,37",Las Vegas,Spanish,36129,108534,Fashion,2022-05-13 00:00:00,Vogue Visions
451730,Women 25-34,Brand Awareness,30 Days,Facebook,"0,15","7676,14","3,36",New York,French,20020,60821,Food,2022-04-21 00:00:00,Culinary Quest
338992,Men 35-44,Product Launch,15 Days,Instagram,"0,15","3128,06","6,16",Miami,French,7713,24367,Fashion,2022-10-27 00:00:00,Glam Garments
391026,Women 25-34,Brand Awareness,45 Days,Facebook,"0,12","11349,19","3,14",Las Vegas,French,30027,90462,Food,2022-06-08 00:00:00,Epicurean Edge
856649,Men 25-34,Brand Awareness,30 Days,Pinterest,"0,03","5922,16","0,089373632",Austin,French,8979,30218,Food,2022-02-18 00:00:00,Palate Paradise
589680,Women 18-24,Market Expansion,30 Days,Twitter,"0,1","4537,87","1,11",Los Angeles,French,11515,35627,Food,2022-12-15 00:00:00,Feast Flavors
808212,Women 35-44,Product Launch,30 Days,Twitter,"0,04","4832,5","3,5",Miami,French,12312,37989,Food,2022-05-17 00:00:00,Feast Flavors
416355,Women 25-34,Product Launch,15 Days,Pinterest,"0,14","3625,46","0,822237413",New York,English,5300,18240,Food,2022-10-14 00:00:00,Epicurean Edge
531617,Women 18-24,Brand Awareness,60 Days,Facebook,"0,12","13327,05","6,94",Las Vegas,French,35170,105694,Fashion,2022-03-30 00:00:00,Runway Rebels
486480,Women 18-24,Market Expansion,15 Days,Facebook,"0,09","1489,02","0,27",New York,French,3783,12726,Food,2022-11-07 00:00:00,Savor Street
127803,Women 35-44,Brand Awareness,30 Days,Facebook,"0,11","6250,01","0,74",Los Angeles,Spanish,16169,49414,Fashion,2022-01-19 00:00:00,Chic Couture
710395,Women 25-34,Brand Awareness,15 Days,Pinterest,"0,04","3619,39","0,645277622",New York,English,5290,18205,Food,2022-07-14 00:00:00,Nosh Nirvana
395886,Women 25-34,Increase Sales,30 Days,Instagram,"0,06","6170,33","4,44",New York,English,15958,48788,Fashion,2022-09-28 00:00:00,Attire Artistry
283097,Women 35-44,Brand Awareness,45 Days,Pinterest,"0,13","9851,88","0,448655632",Los Angeles,Spanish,15246,50624,Food,2022-10-20 00:00:00,Gastronomy Guild
982564,Men 35-44,Market Expansion,60 Days,Pinterest,"0,02","12044,75","0,618465532",Miami,Spanish,18725,61952,Fashion,2022-01-17 00:00:00,Fiber Fashion
422862,Women 35-44,Market Expansion,30 Days,Instagram,"0,12","6720,47","0,76",Los Angeles,English,17431,53152,Fashion,2022-01-13 00:00:00,Vogue Visions
262993,Men 18-24,Increase Sales,30 Days,Twitter,"0,1","6662,67","6,24",Los Angeles,Spanish,17276,52692,Food,2022-08-23 00:00:00,Culinary Quest
577155,Women 35-44,Increase Sales,15 Days,Instagram,"0,1","3180,43","4,81",Los Angeles,Spanish,7845,24757,Fashion,2022-10-14 00:00:00,Vogue Visions
195696,Women 35-44,Brand Awareness,60 Days,Twitter,"0,14","12351,03","3,8",Miami,Spanish,32698,98372,Food,2022-01-07 00:00:00,Savor Street
800190,Men 18-24,Product Launch,15 Days,Facebook,"0,08","3177,1","7,71",Las Vegas,French,7836,24730,Fashion,2022-12-08 00:00:00,Runway Rebels
650151,Men 25-34,Market Expansion,45 Days,Facebook,"0,08","10099,66","5,67",New York,Spanish,26625,80383,Fashion,2022-02-10 00:00:00,Fiber Fashion
970266,Women 25-34,Increase Sales,15 Days,Twitter,"0,13","3147,86","6,74",Las Vegas,French,7761,24507,Fashion,2022-10-08 00:00:00,Attire Artistry
802915,Men 25-34,Market Expansion,60 Days,Pinterest,"0,07","11397,45","1,211906448",Las Vegas,Spanish,17712,58655,Fashion,2022-10-25 00:00:00,Chic Couture
827885,Women 25-34,Increase Sales,45 Days,Facebook,"0,09","11037,06","4,52",Austin,English,29173,87930,Fashion,2022-08-09 00:00:00,Runway Rebels
666589,Women 35-44,Market Expansion,30 Days,Facebook,"0,1","5405,67","3,42",Miami,French,13876,42621,Fashion,2022-09-25 00:00:00,Mode Maven
592297,Men 18-24,Market Expansion,15 Days,Facebook,"0,11","825,02","7,87",Miami,French,2555,9088,Food,2022-05-23 00:00:00,Bistro Bliss
967821,Men 25-34,Increase Sales,45 Days,Twitter,"0,09","8017,53","4,5",Las Vegas,English,20964,63617,Fashion,2022-05-21 00:00:00,Silk & Style
432702,Women 25-34,Market Expansion,15 Days,Pinterest,"0,01","2452,57","1,272680517",Los Angeles,French,3519,12439,Food,2022-12-10 00:00:00,Dine Divine
469531,Women 18-24,Product Launch,60 Days,Twitter,"0,09","12852,28","0,54",Austin,French,34006,102247,Fashion,2022-05-26 00:00:00,Mode Maven
191200,Women 18-24,Brand Awareness,30 Days,Instagram,"0,08","5677,22","4,87",New York,English,14619,44821,Food,2022-04-03 00:00:00,Feast Flavors
593368,Men 25-34,Brand Awareness,45 Days,Instagram,"0,03","10896,15","6,14",New York,Spanish,28791,86798,Food,2022-12-11 00:00:00,Savor Street
667610,Men 25-34,Brand Awareness,30 Days,Twitter,"0,05","6504,19","6,2",Los Angeles,English,16857,51451,Fashion,2022-01-08 00:00:00,Mode Maven
276206,Women 25-34,Increase Sales,45 Days,Facebook,"0,11","10847,8","2,59",Austin,English,28661,86414,Food,2022-01-11 00:00:00,Savor Street
778843,Men 35-44,Increase Sales,45 Days,Twitter,"0,06","9320,81","5,98",Las Vegas,Spanish,24487,74050,Fashion,2022-02-16 00:00:00,Chic Couture
453391,Women 18-24,Product Launch,15 Days,Pinterest,"0,1","2944,32","0,500492338",Austin,English,4246,14809,Food,2022-05-02 00:00:00,Gastronomy Guild
676570,Women 25-34,Increase Sales,30 Days,Facebook,"0,14","6264,8","5,24",Miami,Spanish,16210,49534,Food,2022-06-21 00:00:00,Gastronomy Guild
248731,Women 25-34,Product Launch,60 Days,Instagram,"0,1","14224,54","2,96",New York,English,37133,111508,Food,2022-07-05 00:00:00,Savor Street
610934,Men 18-24,Brand Awareness,15 Days,Twitter,"0,05","1540,05","3,66",Miami,French,3893,13053,Fashion,2022-01-16 00:00:00,Vogue Visions
119923,Women 18-24,Brand Awareness,60 Days,Facebook,"0,09",15000,"2,03",Miami,English,39979,119939,Food,2022-06-17 00:00:00,Dine Divine
270846,Women 35-44,Market Expansion,45 Days,Instagram,"0,14","8887,63","3,98",Miami,French,23321,70596,Fashion,2022-07-15 00:00:00,Mode Maven
498557,Women 35-44,Increase Sales,60 Days,Facebook,"0,1","12413,01","6,35",Las Vegas,French,32862,98859,Food,2022-04-15 00:00:00,Gastronomy Guild
616123,Women 18-24,Brand Awareness,60 Days,Pinterest,"0,12","12618,57","0,091161104",Miami,English,19614,64847,Food,2022-08-06 00:00:00,Feast Flavors
534843,Men 25-34,Brand Awareness,30 Days,Pinterest,"0,08","7575,45","0,370006836",Austin,French,11600,38753,Food,2022-04-12 00:00:00,Palate Paradise
142337,Women 18-24,Market Expansion,45 Days,Pinterest,"0,09","9902,52","1,011709512",Los Angeles,English,15325,50881,Food,2022-09-13 00:00:00,Dine Divine
153441,Women 18-24,Increase Sales,30 Days,Twitter,"0,08","7107,44","4,36",New York,English,18488,56281,Food,2022-09-02 00:00:00,Savor Street
954858,Women 35-44,Product Launch,45 Days,Pinterest,"0,14","7995,28","1,249443373",Las Vegas,Spanish,12275,40951,Food,2022-03-19 00:00:00,Dine Divine
553017,Women 35-44,Product Launch,30 Days,Facebook,"0,06","4600,69","4,58",Las Vegas,French,11683,36126,Food,2022-11-12 00:00:00,Nosh Nirvana
621462,Men 18-24,Increase Sales,15 Days,Facebook,"0,1","1334,07","6,1",New York,Spanish,3478,11821,Fashion,2022-03-28 00:00:00,Fiber Fashion
392217,Women 18-24,Product Launch,45 Days,Twitter,"0,05","10090,58","6,89",New York,French,26600,80309,Food,2022-09-13 00:00:00,Bistro Bliss
247313,Women 35-44,Market Expansion,60 Days,Twitter,"0,07","14310,58","5,92",Las Vegas,French,37289,111971,Food,2022-06-22 00:00:00,Culinary Quest
546914,Men 25-34,Market Expansion,30 Days,Facebook,"0,15","4617,19","3,85",New York,English,11731,36267,Fashion,2022-05-14 00:00:00,Attire Artistry
448479,Women 18-24,Product Launch,60 Days,Facebook,"0,01","13227,06","1,4",Austin,French,34936,105000,Food,2022-06-25 00:00:00,Epicurean Edge
939239,Men 18-24,Market Expansion,15 Days,Twitter,"0,03","3710,35","0,41",Los Angeles,French,9254,28930,Fashion,2022-10-03 00:00:00,Vogue Visions
683443,Men 35-44,Market Expansion,15 Days,Twitter,"0,09","3137,09","3,18",Los Angeles,English,7735,24430,Food,2022-07-29 00:00:00,Nosh Nirvana
208746,Women 25-34,Market Expansion,60 Days,Facebook,"0,04",15000,"6,94",Austin,Spanish,39899,119701,Fashion,2022-03-28 00:00:00,Chic Couture
791535,Men 35-44,Increase Sales,15 Days,Facebook,"0,06","3679,51","3,27",Miami,Spanish,9170,28682,Food,2022-09-02 00:00:00,Nosh Nirvana
978229,Men 35-44,Market Expansion,60 Days,Pinterest,"0,06","12135,09","1,195819194",New York,Spanish,18866,62411,Fashion,2022-11-16 00:00:00,Chic Couture
221223,Women 25-34,Product Launch,15 Days,Twitter,"0,12","1429,07","2,54",Los Angeles,French,3663,12369,Fashion,2022-03-04 00:00:00,Attire Artistry
909634,Men 35-44,Market Expansion,15 Days,Pinterest,"0,07","2493,14","0,550541572",New York,English,3578,12632,Fashion,2022-12-11 00:00:00,Mode Maven
426476,Women 25-34,Increase Sales,60 Days,Instagram,"0,03","14087,33","3,37",New York,Spanish,36853,110681,Food,2022-12-23 00:00:00,Epicurean Edge
878736,Men 25-34,Brand Awareness,60 Days,Twitter,"0,06","13183,22","5,22",Los Angeles,Spanish,34832,104692,Fashion,2022-11-22 00:00:00,Fiber Fashion
949050,Women 35-44,Product Launch,45 Days,Pinterest,"0,15","11349,86","0,412906179",Miami,Spanish,17636,58409,Food,2022-04-30 00:00:00,Gastronomy Guild
495158,Men 18-24,Product Launch,45 Days,Twitter,"0,07","10818,93","3,74",New York,French,28583,86183,Fashion,2022-06-01 00:00:00,Glam Garments
646296,Women 25-34,Increase Sales,15 Days,Twitter,"0,04",500,"2,79",Miami,English,1191,5048,Food,2022-07-26 00:00:00,Gastronomy Guild
719428,Women 25-34,Product Launch,30 Days,Twitter,"0,1","7360,88","3,13",Las Vegas,French,19166,58291,Food,2022-11-07 00:00:00,Feast Flavors
117124,Men 35-44,Product Launch,45 Days,Instagram,"0,04","8083,28","7,61",Los Angeles,English,21142,64144,Food,2022-06-23 00:00:00,Gourmet Grove
310032,Women 18-24,Increase Sales,15 Days,Instagram,"0,02","2247,05","3,07",Los Angeles,Spanish,5499,17807,Fashion,2022-11-13 00:00:00,Silk & Style
549476,Women 18-24,Increase Sales,30 Days,Facebook,"0,04","7126,97","6,03",Las Vegas,English,18543,56444,Food,2022-11-21 00:00:00,Nosh Nirvana
728128,Women 18-24,Increase Sales,30 Days,Pinterest,"0,09","4554,17","0,448655632",Miami,Spanish,6787,23082,Fashion,2022-08-01 00:00:00,Chic Couture
863321,Men 25-34,Brand Awareness,45 Days,Twitter,"0,12","9051,23","4,79",Las Vegas,English,23760,71897,Fashion,2022-12-06 00:00:00,Runway Rebels
521869,Men 35-44,Brand Awareness,60 Days,Instagram,"0,06",15000,"2,31",New York,English,38417,115311,Food,2022-07-27 00:00:00,Bistro Bliss
972751,Men 18-24,Product Launch,45 Days,Pinterest,"0,04","8847,14","0,967022696",Las Vegas,English,13635,45381,Food,2022-08-10 00:00:00,Epicurean Edge
832361,Men 18-24,Market Expansion,30 Days,Instagram,"0,01","4205,7","2,18",Las Vegas,Spanish,10604,32928,Food,2022-09-12 00:00:00,Culinary Quest
558527,Women 25-34,Product Launch,45 Days,Pinterest,"0,02","11200,97","1,002772149",Los Angeles,French,17401,57643,Fashion,2022-02-13 00:00:00,Attire Artistry
848021,Men 35-44,Increase Sales,30 Days,Facebook,"0,11","6526,63","3,56",Austin,English,16917,51629,Food,2022-09-20 00:00:00,Epicurean Edge
102581,Women 35-44,Product Launch,30 Days,Facebook,"0,05","6100,37","3,03",Los Angeles,English,15769,48228,Food,2022-04-09 00:00:00,Gastronomy Guild
920337,Men 18-24,Increase Sales,60 Days,Facebook,"0,1","13498,41","2,04",New York,English,35572,106886,Fashion,2022-01-24 00:00:00,Silk & Style
822225,Men 35-44,Brand Awareness,15 Days,Pinterest,"0,06","2554,87","0,362856945",Austin,English,3667,12921,Food,2022-07-02 00:00:00,Nosh Nirvana
456410,Women 35-44,Brand Awareness,45 Days,Facebook,"0,13","11017,7","6,89",Las Vegas,Spanish,29116,87763,Fashion,2022-05-25 00:00:00,Style Sphere
753094,Men 18-24,Increase Sales,45 Days,Twitter,"0,14","10893,53","6,4",Las Vegas,French,28784,86778,Food,2022-02-21 00:00:00,Nosh Nirvana
409285,Women 35-44,Market Expansion,60 Days,Twitter,"0,08","14863,57","2,22",New York,French,38214,114711,Food,2022-01-16 00:00:00,Gourmet Grove
847314,Men 35-44,Increase Sales,30 Days,Facebook,"0,04","4299,32","5,49",Miami,Spanish,10864,33700,Fashion,2022-02-13 00:00:00,Chic Couture
874470,Men 18-24,Brand Awareness,45 Days,Twitter,"0,11","9556,94","6,12",Austin,English,25141,75989,Food,2022-06-10 00:00:00,Nosh Nirvana
134091,Women 25-34,Product Launch,60 Days,Pinterest,"0,08","11713,59","0,575566189",Miami,English,18214,60290,Food,2022-02-10 00:00:00,Savor Street
106258,Women 35-44,Increase Sales,45 Days,Instagram,"0,15","10155,42","6,37",Los Angeles,English,26782,80850,Food,2022-04-02 00:00:00,Gastronomy Guild
717574,Women 25-34,Market Expansion,15 Days,Twitter,"0,09",500,"4,34",Los Angeles,English,820,3949,Fashion,2022-06-25 00:00:00,Chic Couture
675184,Men 25-34,Product Launch,30 Days,Instagram,"0,07","6943,78","0,79",Los Angeles,English,18045,54970,Fashion,2022-09-25 00:00:00,Trend Tailors
314609,Women 35-44,Increase Sales,60 Days,Instagram,"0,02","12030,07","1,53",Miami,French,31846,95849,Fashion,2022-06-02 00:00:00,Style Sphere
